usernum	cond	timestamp	leftright	order	expected	choice
217	target_f4_5	09/15/2021 16:51:57.730	0.234654749584482	4	either	ring_toe
217	filler_l_b	09/15/2021 16:52:01.977	0.599973525227146	5	leg	leg_knee
217	target_h1_5	09/15/2021 16:52:07.173	0.672499076769785	6	either	pinky
217	target_h4_5	09/15/2021 16:52:10.254	0.150462477774457	7	either	pinky
217	filler_b_a	09/15/2021 16:52:13.558	0.202974234548496	8	back	back
217	target_f1_4	09/15/2021 16:52:17.788	0.901871963943453	9	either	ring_toe
217	target_h1_4	09/15/2021 16:52:20.277	0.906862283897684	10	either	ring_finger
217	filler_l_l	09/15/2021 16:52:22.879	0.633022356153564	11	either	leg_calf
217	filler_b_b	09/15/2021 16:52:29.710	0.876540373153151	12	either	back_shoulder
218	filler_b_a	09/15/2021 16:51:34.091	0.404009447041066	1	back	back
218	target_h1_5	09/15/2021 16:51:40.231	0.324619637177424	2	either	pinky
218	filler_a_l	09/15/2021 16:51:42.874	0.443916492703469	3	arm	arm_shoulder
218	target_f1_5	09/15/2021 16:51:45.831	0.489992142495797	4	either	big_toe
218	filler_l_l	09/15/2021 16:51:49.775	0.706236807935969	5	either	leg_knee
218	target_f4_5	09/15/2021 16:51:55.201	0.530371415269659	6	either	pinky_toe
218	target_h1_4	09/15/2021 16:51:59.371	0.98869993288918	7	either	thumb
218	filler_a_a	09/15/2021 16:52:02.251	0.66027559556915	8	either	arm_shoulder
218	target_h4_5	09/15/2021 16:52:06.186	0.427185742956684	9	either	pinky
218	filler_l_b	09/15/2021 16:52:08.000	0.656011855070577	10	leg	leg_knee
218	filler_b_b	09/15/2021 16:52:12.713	0.109244367414252	11	either	back
218	target_f1_4	09/15/2021 16:52:14.586	0.638762982403026	12	either	big_toe
219	target_h1_5	09/15/2021 16:52:11.656	0.0647629986788196	1	either	thumb
219	target_h4_5	09/15/2021 16:52:15.765	0.176780805298225	2	either	pinky
219	target_f1_5	09/15/2021 16:52:20.829	0.0376932654335214	3	either	big_toe
219	filler_l_b	09/15/2021 16:52:23.654	0.0369412683221562	4	leg	leg_knee
219	target_f4_5	09/15/2021 16:52:25.989	0.824324106405587	5	either	ring_toe
219	filler_l_l	09/15/2021 16:52:29.397	0.404761802245961	6	either	leg_calf
219	target_h1_4	09/15/2021 16:52:33.396	0.0860933261728896	7	either	ring_finger
219	filler_b_a	09/15/2021 16:52:35.715	0.051291110999049	8	back	back
219	target_f1_4	09/15/2021 16:52:37.916	0.751724087008373	9	either	ring_toe
219	filler_a_l	09/15/2021 16:52:40.716	0.945157147551985	10	arm	arm_shoulder
219	filler_b_b	09/15/2021 16:52:43.573	0.134046446372853	11	either	back
219	filler_a_a	09/15/2021 16:52:46.497	0.837067674220638	12	either	arm_shoulder
220	target_f4_5	09/15/2021 16:52:54.986	0.838082386952923	1	either	ring_toe
220	filler_b_a	09/15/2021 16:52:59.692	0.974385418537171	2	back	back
220	target_h1_4	09/15/2021 16:53:06.052	0.340205730012716	3	either	thumb
220	target_h4_5	09/15/2021 16:53:10.919	0.220360559252189	4	either	pinky
220	filler_a_a	09/15/2021 16:53:14.221	0.229279074658738	5	either	arm_shoulder
220	filler_l_b	09/15/2021 16:53:17.881	0.0626757033905996	6	leg	leg_knee
220	filler_l_l	09/15/2021 16:53:26.385	0.332578143644245	7	either	leg_knee
220	target_f1_4	09/15/2021 16:53:33.782	0.497898027141677	8	either	big_toe
220	target_h1_5	09/15/2021 16:53:39.081	0.0295350079695744	9	either	pinky
220	filler_a_l	09/15/2021 16:53:42.630	0.593577316570194	10	arm	arm_shoulder
220	filler_b_b	09/15/2021 16:53:45.225	0.42888412701814	11	either	back
220	target_f1_5	09/15/2021 16:53:48.373	0.5448733331441	12	either	big_toe
221	target_f1_4	09/15/2021 16:52:51.180	0.563156004137458	1	either	ring_toe
221	target_f1_5	09/15/2021 16:52:54.708	0.382807418544875	2	either	pinky_toe
221	target_h1_4	09/15/2021 16:52:58.459	0.0797544313400103	3	either	thumb
221	target_h4_5	09/15/2021 16:53:01.271	0.518630222025426	4	either	pinky
221	target_h1_5	09/15/2021 16:53:05.998	0.325643855453567	5	either	pinky
221	filler_b_b	09/15/2021 16:53:11.836	0.582670811171742	6	either	back
221	filler_l_l	09/15/2021 16:53:16.137	0.295306152970628	7	either	leg_knee
221	filler_b_a	09/15/2021 16:53:18.986	0.726747839086787	8	back	back
221	target_f4_5	09/15/2021 16:53:25.183	0.202519891158776	9	either	ring_toe
221	filler_a_l	09/15/2021 16:53:27.752	0.62430978434077	10	arm	arm_shoulder
221	filler_a_a	09/15/2021 16:53:30.961	0.542998907462792	11	either	arm_shoulder
221	filler_l_b	09/15/2021 16:53:33.972	0.00632763870908448	12	leg	leg_knee
221	filler_l_b	09/15/2021 16:54:12.196	0.00632763870908448	12	leg	leg_knee
221	filler_a_a	09/15/2021 16:54:19.314	0.542998907462792	11	either	arm_shoulder
222	target_h1_4	09/15/2021 16:53:15.392	0.188714019096555	1	either	thumb
222	target_f1_4	09/15/2021 16:53:24.101	0.123500194707052	2	either	big_toe
